o,d,data_share,predicted_share,abs_residual,rel_residual
7.0,16.0,0.03313132700000006,0.03313132699999979,-2.706168622523819e-16,-8.168005533022611e-15
7.0,17.0,0.010944904000000014,0.010944903999999927,-8.673617379884035e-17,-7.924799870226385e-15
7.0,18.0,0.015394037000000003,0.01539403699999988,-1.231653667943533e-16,-8.000849081651115e-15
7.0,19.0,0.004665915900000013,0.004665915899999975,-3.8163916471489756e-17,-8.179297974806971e-15
7.0,20.0,0.01688737200000003,0.016887371999999894,-1.3530843112619095e-16,-8.01240306225212e-15
8.0,1.0,0.0011294073000000032,0.0011294072999999969,-6.288372600415926e-18,-5.567851917032862e-15
8.0,2.0,0.01228987300000002,0.012289872999999944,-7.632783294297951e-17,-6.210628290705639e-15
8.0,3.0,0.0019022841000000026,0.0019022840999999915,-1.1058862159352145e-17,-5.8134650651562145e-15
8.0,4.0,0.0010933671000000016,0.001093367099999995,-6.5052130349130266e-18,-5.949706219359461e-15
8.0,5.0,0.006934221400000009,0.006934221399999971,-3.8163916471489756e-17,-5.503706078881431e-15
8.0,6.0,0.00045322685000000114,0.0004532268499999985,-2.656295322589486e-18,-5.860851630015916e-15
8.0,7.0,0.006096875300000019,0.006096875299999981,-3.729655473350135e-17,-6.117322874145259e-15
8.0,8.0,0.8299339400000013,0.8299339399999963,-4.9960036108132044e-15,-6.019760573730961e-15
8.0,9.0,0.008088396900000001,0.00808839689999995,-5.0306980803327406e-17,-6.2196479012209946e-15
8.0,10.0,0.0006523328500000012,0.0006523328499999973,-3.903127820947816e-18,-5.983337832745674e-15
8.0,11.0,0.0008673322200000014,0.0008673322199999963,-5.095750210681871e-18,-5.87519994435565e-15
8.0,12.0,0.008027539600000013,0.008027539599999965,-4.85722573273506e-17,-6.050702923639332e-15
8.0,13.0,0.0006007279700000009,0.0006007279699999974,-3.469446951953614e-18,-5.775404384706124e-15
8.0,14.0,0.0009338263800000027,0.0009338263799999969,-5.854691731421724e-18,-6.2695720069738304e-15
8.0,15.0,0.003782246700000011,0.0037822466999999876,-2.3418766925686896e-17,-6.1917608192207104e-15
8.0,16.0,0.00603403900000001,0.006034038999999974,-3.642919299551295e-17,-6.037281660843241e-15
8.0,17.0,0.002294594200000003,0.0022945941999999893,-1.3877787807814457e-17,-6.048035773739181e-15
8.0,18.0,0.004405967400000007,0.0044059673999999795,-2.7755575615628914e-17,-6.299541756852052e-15
8.0,19.0,0.0008634881800000002,0.0008634881799999951,-5.095750210681871e-18,-5.901354909897979e-15
8.0,20.0,0.004805787500000015,0.0048057874999999865,-2.862293735361732e-17,-5.9559307092994075e-15
9.0,1.0,0.0040885387,0.004088538699999979,-2.0816681711721685e-17,-5.091472342360777e-15
9.0,2.0,0.009988921700000012,0.00998892169999996,-5.204170427930421e-17,-5.20994215815148e-15
9.0,3.0,0.003196439500000005,0.0031964394999999895,-1.5612511283791264e-17,-4.884344372477952e-15
9.0,4.0,0.0037398653000000055,0.0037398652999999856,-1.9949319973733282e-17,-5.334234891757532e-15
9.0,5.0,0.010983508,0.01098350799999994,-5.898059818321144e-17,-5.369923542024228e-15
9.0,6.0,0.001250113700000002,0.0012501136999999959,-6.071532165918825e-18,-4.856783959666081e-15
9.0,7.0,0.008402238600000007,0.008402238599999962,-4.5102810375396984e-17,-5.367951628438277e-15
9.0,8.0,0.008842257800000012,0.008842257799999963,-4.85722573273506e-17,-5.49319624308517e-15
9.0,9.0,0.8431139599999987,0.8431139599999934,-5.329070518200751e-15,-6.320700131926127e-15
9.0,10.0,0.0010820661000000029,0.0010820660999999979,-4.9873299934333204e-18,-4.609080714600806e-15
9.0,11.0,0.002357035200000003,0.0023570351999999918,-1.1275702593849246e-17,-4.783849894922754e-15
9.0,12.0,0.0052818395,0.005281839499999971,-2.862293735361732e-17,-5.419122893381618e-15
9.0,13.0,0.0018710698,0.0018710697999999896,-1.0408340855860843e-17,-5.562775293503664e-15
9.0,14.0,0.0028413997000000042,0.0028413996999999886,-1.5612511283791264e-17,-5.494655075733006e-15
9.0,15.0,0.0015260484000000022,0.001526048399999994,-8.239936510889834e-18,-5.399525015648142e-15
9.0,16.0,0.017823795000000024,0.017823794999999927,-9.71445146547012e-17,-5.4502710929238734e-15
9.0,17.0,0.003916941600000012,0.003916941599999991,-2.0816681711721685e-17,-5.314524401313929e-15
9.0,18.0,0.004187546700000012,0.004187546699999989,-2.3418766925686896e-17,-5.592478986726722e-15
9.0,19.0,0.0038964646000000055,0.0038964645999999847,-2.0816681711721685e-17,-5.342453698083554e-15
9.0,20.0,0.00784725880000001,0.00784725879999997,-3.9898639947466563e-17,-5.0844047538570426e-15
10.0,1.0,0.002260140100000003,0.002260140099999989,-1.3877787807814457e-17,-6.14023343411961e-15
